Trade #,Type,Signal,Date/Time,Price BUSD,Contracts,Profit NONE,Profit %,Cum. Profit NONE,Cum. Profit %,Run-up NONE,Run-up %,Drawdown NONE,Drawdown %
51,Exit Short,Open,,,,,,,,,,,
51,Entry Short,Sell,2023-01-02 10:00,246.62,,,,,,,,,
50,Exit Long,Sell,2023-01-02 10:00,246.62,3490.56,9752.28,1.15,360018.40,1.15,14110.76,1.66,3027.89,0.36
50,Entry Long,Buy,2023-01-02 04:00,243.63,3490.56,9752.28,1.15,360018.40,1.15,14110.76,1.66,3027.89,0.36
49,Exit Short,Buy,2023-01-02 04:00,243.63,3499.1,-1451.48,-0.17,350266.12,-0.17,9841.69,1.16,2195.21,0.26
49,Entry Short,Sell,2023-01-02 01:00,243.41,3499.1,-1451.48,-0.17,350266.12,-0.17,9841.69,1.16,2195.21,0.26
48,Exit Long,Sell,2023-01-02 01:00,243.41,3501.61,-3729.48,-0.44,351717.60,-0.44,4735.19,0.55,3423.57,0.4
48,Entry Long,Buy,2023-01-01 10:00,244.28,3501.61,-3729.48,-0.44,351717.60,-0.44,4735.19,0.55,3423.57,0.4
47,Exit Short,Buy,2023-01-01 10:00,244.28,3466.94,3931.66,0.46,355447.10,0.46,7841.37,0.92,1068.66,0.13
47,Entry Short,Sell,2023-01-01 01:00,245.61,3466.94,3931.66,0.46,355447.10,0.46,7841.37,0.92,1068.66,0.13
46,Exit Long,Sell,2023-01-01 01:00,245.61,3469.39,7752.30,0.92,351515.40,0.92,16107.44,1.91,1482.37,0.18
46,Entry Long,Buy,2022-12-30 12:00,243.18,3469.39,7752.30,0.92,351515.40,0.92,16107.44,1.91,1482.37,0.18
45,Exit Short,Buy,2022-12-30 12:00,243.18,3393.45,8939.45,1.07,343763.12,1.07,11577.08,1.39,2200.33,0.26
45,Entry Short,Sell,2022-12-29 19:00,246.01,3393.45,8939.45,1.07,343763.12,1.07,11577.08,1.39,2200.33,0.26
44,Exit Long,Sell,2022-12-29 19:00,246.01,3395.86,9115.66,1.1,334823.70,1.1,11589.22,1.4,5220.29,0.63
44,Entry Long,Buy,2022-12-28 08:00,243.13,3395.86,9115.66,1.1,334823.70,1.1,11589.22,1.4,5220.29,0.63
43,Exit Short,Buy,2022-12-28 08:00,243.13,3359.06,4181.76,0.51,325708.03,0.51,10890.65,1.33,1773.01,0.22
43,Entry Short,Sell,2022-12-28 04:00,244.57,3359.06,4181.76,0.51,325708.03,0.51,10890.65,1.33,1773.01,0.22
42,Exit Long,Sell,2022-12-28 04:00,244.57,3361.73,4454.13,0.55,321526.25,0.55,19843.55,2.43,4528.99,0.55
42,Entry Long,Buy,2022-12-26 12:00,243.05,3361.73,4454.13,0.55,321526.25,0.55,19843.55,2.43,4528.99,0.55
41,Exit Short,Buy,2022-12-26 12:00,243.05,3326.9,3909.15,0.48,317072.12,0.48,6228.73,0.77,657.95,0.08
41,Entry Short,Sell,2022-12-26 04:00,244.42,3326.9,3909.15,0.48,317072.12,0.48,6228.73,0.77,657.95,0.08
40,Exit Long,Sell,2022-12-26 04:00,244.42,3329.56,-517.81,-0.06,313162.97,-0.06,407.03,0.05,2789.35,0.34
40,Entry Long,Buy,2022-12-26 03:00,244.38,3329.56,-517.81,-0.06,313162.97,-0.06,407.03,0.05,2789.35,0.34
39,Exit Short,Buy,2022-12-26 03:00,244.38,3300.61,3214.89,0.4,313680.78,0.4,14264.51,1.76,852.28,0.11
39,Entry Short,Sell,2022-12-25 01:00,245.55,3300.61,3214.89,0.4,313680.78,0.4,14264.51,1.76,852.28,0.11
38,Exit Long,Sell,2022-12-25 01:00,245.55,3303.51,2424.55,0.3,310465.90,0.3,3178.48,0.39,2503.56,0.31
38,Entry Long,Buy,2022-12-24 19:00,244.62,3303.51,2424.55,0.3,310465.90,0.3,3178.48,0.39,2503.56,0.31
37,Exit Short,Buy,2022-12-24 19:00,244.62,3285.2,1885.69,0.23,308041.34,0.23,6675.01,0.83,2030.77,0.25
37,Entry Short,Sell,2022-12-24 01:00,245.39,3285.2,1885.69,0.23,308041.34,0.23,6675.01,0.83,2030.77,0.25
36,Exit Long,Sell,2022-12-24 01:00,245.39,3287.48,11917.83,1.5,306155.66,1.5,23187.82,2.92,350.54,0.04
36,Entry Long,Buy,2022-12-22 19:00,241.57,3287.48,11917.83,1.5,306155.66,1.5,23187.82,2.92,350.54,0.04
35,Exit Short,Buy,2022-12-22 19:00,241.57,3124.04,19475.80,2.51,294237.84,2.51,24588.69,3.17,903.47,0.12
35,Entry Short,Sell,2022-12-22 01:00,248.00,3124.04,19475.80,2.51,294237.84,2.51,24588.69,3.17,903.47,0.12
34,Exit Long,Sell,2022-12-22 01:00,248.00,3126.51,4196.45,0.54,274762.03,0.54,4506.60,0.58,4122.57,0.54
34,Entry Long,Buy,2022-12-21 21:00,246.46,3126.51,4196.45,0.54,274762.03,0.54,4506.60,0.58,4122.57,0.54
33,Exit Short,Buy,2022-12-21 21:00,246.46,3088.16,4422.80,0.58,270565.60,0.58,8494.80,1.11,16488.42,2.15
33,Entry Short,Sell,2022-12-20 09:00,248.09,3088.16,4422.80,0.58,270565.60,0.58,8494.80,1.11,16488.42,2.15
32,Exit Long,Sell,2022-12-20 09:00,248.09,3090.53,16329.50,2.18,266142.78,2.18,25938.68,3.46,639.88,0.09
32,Entry Long,Buy,2022-12-20 01:00,242.61,3090.53,16329.50,2.18,266142.78,2.18,25938.68,3.46,639.88,0.09
31,Exit Short,Buy,2022-12-20 01:00,242.61,2908.58,21793.51,2.99,249813.28,2.99,40952.46,5.63,5264.88,0.72
31,Entry Short,Sell,2022-12-19 01:00,250.30,2908.58,21793.51,2.99,249813.28,2.99,40952.46,5.63,5264.88,0.72
30,Exit Long,Sell,2022-12-19 01:00,250.30,2910.64,27312.26,3.9,228019.78,3.9,39682.83,5.66,5082.82,0.73
30,Entry Long,Buy,2022-12-18 01:00,240.72,2910.64,27312.26,3.9,228019.78,3.9,39682.83,5.66,5082.82,0.73
29,Exit Short,Buy,2022-12-18 01:00,240.72,2930.75,-2673.69,-0.38,200707.52,-0.38,4730.23,0.67,18452.00,2.62
29,Entry Short,Sell,2022-12-17 23:00,240.00,2930.75,-2673.69,-0.38,200707.52,-0.38,4730.23,0.67,18452.00,2.62
28,Exit Long,Sell,2022-12-17 23:00,240.00,2932.87,10674.27,1.54,203381.20,1.54,20663.63,2.98,7315.95,1.06
28,Entry Long,Buy,2022-12-17 08:00,236.17,2932.87,10674.27,1.54,203381.20,1.54,20663.63,2.98,7315.95,1.06
27,Exit Short,Buy,2022-12-17 08:00,236.17,2411.17,61390.32,9.72,192706.94,9.72,102752.66,16.28,7317.26,1.16
27,Entry Short,Sell,2022-12-16 01:00,261.83,2411.17,61390.32,9.72,192706.94,9.72,102752.66,16.28,7317.26,1.16
26,Exit Long,Sell,2022-12-16 01:00,261.83,2413.06,73.92,0.01,131316.61,0.01,423.16,0.07,12921.06,2.05
26,Entry Long,Buy,2022-12-15 20:00,261.59,2413.06,73.92,0.01,131316.61,0.01,423.16,0.07,12921.06,2.05
25,Exit Short,Buy,2022-12-15 20:00,261.59,2331.55,10419.36,1.68,131242.70,1.68,17051.77,2.75,2859.66,0.46
25,Entry Short,Sell,2022-12-15 01:00,266.27,2331.55,10419.36,1.68,131242.70,1.68,17051.77,2.75,2859.66,0.46
24,Exit Long,Sell,2022-12-15 01:00,266.27,2333.37,-4325.30,-0.69,120823.34,-0.69,1943.31,0.31,4986.79,0.8
24,Entry Long,Buy,2022-12-14 23:00,267.91,2333.37,-4325.30,-0.69,120823.34,-0.69,1943.31,0.31,4986.79,0.8
23,Exit Short,Buy,2022-12-14 23:00,267.91,2206.25,16795.17,2.76,125148.64,2.76,23451.79,3.85,2890.84,0.48
23,Entry Short,Sell,2022-12-14 04:00,275.74,2206.25,16795.17,2.76,125148.64,2.76,23451.79,3.85,2890.84,0.48
22,Exit Long,Sell,2022-12-14 04:00,275.74,2208.04,4902.70,0.81,108353.47,0.81,11527.47,1.91,3023.51,0.5
22,Entry Long,Buy,2022-12-14 01:00,273.30,2208.04,4902.70,0.81,108353.47,0.81,11527.47,1.91,3023.51,0.5
21,Exit Short,Buy,2022-12-14 01:00,273.30,2268.92,-8570.20,-1.4,103450.77,-1.4,3453.53,0.56,10704.53,1.75
21,Entry Short,Sell,2022-12-13 19:00,269.74,2268.92,-8570.20,-1.4,103450.77,-1.4,3453.53,0.56,10704.53,1.75
20,Exit Long,Sell,2022-12-13 19:00,269.74,2270.35,6074.01,1,112020.98,1,34925.38,5.76,6417.69,1.06
20,Entry Long,Buy,2022-12-13 11:00,266.85,2270.35,6074.01,1,112020.98,1,34925.38,5.76,6417.69,1.06
19,Exit Short,Buy,2022-12-13 11:00,266.85,2135.17,17856.62,3.04,105946.96,3.04,42340.06,7.2,1793.91,0.31
19,Entry Short,Sell,2022-12-13 01:00,275.43,2135.17,17856.62,3.04,105946.96,3.04,42340.06,7.2,1793.91,0.31
18,Exit Long,Sell,2022-12-13 01:00,275.43,2136.95,1453.16,0.25,88090.35,0.25,6453.99,1.1,3076.81,0.52
18,Entry Long,Buy,2022-12-12 20:00,274.53,2136.95,1453.16,0.25,88090.35,0.25,6453.99,1.1,3076.81,0.52
17,Exit Short,Buy,2022-12-12 20:00,274.53,1947.24,25810.64,4.6,86637.19,4.6,31768.82,5.66,6591.80,1.18
17,Entry Short,Sell,2022-12-10 20:00,288.01,1947.24,25810.64,4.6,86637.19,4.6,31768.82,5.66,6591.80,1.18
16,Exit Long,Sell,2022-12-10 20:00,288.01,1948.92,1656.63,0.3,60826.56,0.3,5428.19,0.97,2620.85,0.47
16,Entry Long,Buy,2022-12-10 04:00,286.93,1948.92,1656.63,0.3,60826.56,0.3,5428.19,0.97,2620.85,0.47
15,Exit Short,Buy,2022-12-10 04:00,286.93,1917.2,4312.67,0.78,59169.93,0.78,8980.62,1.62,5168.32,0.93
15,Entry Short,Sell,2022-12-09 04:00,289.41,1917.2,4312.67,0.78,59169.93,0.78,8980.62,1.62,5168.32,0.93
14,Exit Long,Sell,2022-12-09 04:00,289.41,1918.73,-1192.84,-0.21,54857.25,-0.21,2099.24,0.38,2102.77,0.38
14,Entry Long,Buy,2022-12-09 01:00,289.80,1918.73,-1192.84,-0.21,54857.25,-0.21,2099.24,0.38,2102.77,0.38
13,Exit Short,Buy,2022-12-09 01:00,289.80,1912.87,627.30,0.11,56050.10,0.11,1155.10,0.21,2058.52,0.37
13,Entry Short,Sell,2022-12-09 00:00,290.36,1912.87,627.30,0.11,56050.10,0.11,1155.10,0.21,2058.52,0.37
12,Exit Long,Sell,2022-12-09 00:00,290.36,1914.22,12787.90,2.36,55422.80,2.36,15938.98,2.94,2456.67,0.45
12,Entry Long,Buy,2022-12-07 16:00,283.45,1914.22,12787.90,2.36,55422.80,2.36,15938.98,2.94,2456.67,0.45
11,Exit Short,Buy,2022-12-07 16:00,283.45,1834.46,11118.16,2.09,42634.90,2.09,17526.62,3.3,616.19,0.12
