Trade #,Type,Signal,Date/Time,Price BUSD,Contracts,Profit NONE,Profit %,Cum. Profit NONE,Cum. Profit %,Run-up NONE,Run-up %,Drawdown NONE,Drawdown %
53,Exit Long,Open,,,,,,,,,,,
53,Entry Long,Buy,2023-01-17 06:30,0.3869,,,,,,,,,
52,Exit Short,Buy,2023-01-17 06:30,0.3869,6446322.3,-5861.51,-0.24,1366667.10,-0.24,48640.60,1.95,18401.16,0.74
52,Entry Short,Sell,2023-01-17 00:30,0.3863,6446322.3,-5861.51,-0.24,1366667.10,-0.24,48640.60,1.95,18401.16,0.74
51,Exit Long,Sell,2023-01-17 00:30,0.3863,6451361,-18773.98,-0.75,1372528.60,-0.75,31898.37,1.27,34550.65,1.38
51,Entry Long,Buy,2023-01-16 18:30,0.3889,6451361,-18773.98,-0.75,1372528.60,-0.75,31898.37,1.27,34550.65,1.38
50,Exit Short,Buy,2023-01-16 18:30,0.3889,6110771.7,65290.42,2.67,1391302.60,2.67,142014.58,5.81,2810.71,0.12
50,Entry Short,Sell,2023-01-16 06:30,0.3999,6110771.7,65290.42,2.67,1391302.60,2.67,142014.58,5.81,2810.71,0.12
49,Exit Long,Sell,2023-01-16 06:30,0.3999,6115493.6,81247.52,3.44,1326012.10,3.44,120753.36,5.11,2779.61,0.12
49,Entry Long,Buy,2023-01-16 00:30,0.3863,6115493.6,81247.52,3.44,1326012.10,3.44,120753.36,5.11,2779.61,0.12
48,Exit Short,Buy,2023-01-16 00:30,0.3863,5894512.8,41780.31,1.8,1244764.60,1.8,82773.81,3.57,2107.17,0.09
48,Entry Short,Sell,2023-01-15 00:30,0.3937,5894512.8,41780.31,1.8,1244764.60,1.8,82773.81,3.57,2107.17,0.09
47,Exit Long,Sell,2023-01-15 00:30,0.3937,5902010.3,-3039.77,-0.13,1202984.40,-0.13,16776.11,0.72,18635.95,0.8
47,Entry Long,Buy,2023-01-14 19:30,0.3939,5902010.3,-3039.77,-0.13,1202984.40,-0.13,16776.11,0.72,18635.95,0.8
46,Exit Short,Buy,2023-01-14 19:30,0.3939,5562039.6,65521.05,2.9,1206024.10,2.9,168738.94,7.47,18145.60,0.8
46,Entry Short,Sell,2023-01-14 07:30,0.4060,5562039.6,65521.05,2.9,1206024.10,2.9,168738.94,7.47,18145.60,0.8
45,Exit Long,Sell,2023-01-14 07:30,0.4060,5563560.6,178524.42,8.59,1140503.00,8.58,191667.78,9.22,2500.49,0.12
45,Entry Long,Buy,2023-01-13 18:30,0.3736,5563560.6,178524.42,8.59,1140503.00,8.58,191667.78,9.22,2500.49,0.12
44,Exit Short,Buy,2023-01-13 18:30,0.3736,5480012.2,15343.38,0.74,961978.60,0.74,47946.38,2.32,6305.74,0.31
44,Entry Short,Sell,2023-01-13 10:30,0.3767,5480012.2,15343.38,0.74,961978.60,0.74,47946.38,2.32,6305.74,0.31
43,Exit Long,Sell,2023-01-13 10:30,0.3767,5484389.3,19196.24,0.94,946635.25,0.94,37024.23,1.81,15077.46,0.74
